1975: T1_OFF_SHIELD                                                    : T1.0 Shield
4359: T6_HEAD_LEATHER_FEY                                              : T6.0 Mistwalker Hood
4360: T6_HEAD_LEATHER_FEY@1                                            : T6.1 Mistwalker Hood
4361: T6_HEAD_LEATHER_FEY@2                                            : T6.2 Mistwalker Hood
4362: T6_HEAD_LEATHER_FEY@3                                            : T6.3 Mistwalker Hood
4363: T6_HEAD_LEATHER_FEY@4                                            : T6.4 Mistwalker Hood
4364: T7_HEAD_LEATHER_FEY                                              : T7.0 Mistwalker Hood
4365: T7_HEAD_LEATHER_FEY@1                                            : T7.1 Mistwalker Hood
4366: T7_HEAD_LEATHER_FEY@2                                            : T7.2 Mistwalker Hood
4367: T7_HEAD_LEATHER_FEY@3                                            : T7.3 Mistwalker Hood
4368: T7_HEAD_LEATHER_FEY@4                                            : T7.4 Mistwalker Hood
4369: T8_HEAD_LEATHER_FEY                                              : T8.0 Mistwalker Hood
4370: T8_HEAD_LEATHER_FEY@1                                            : T8.1 Mistwalker Hood
4371: T8_HEAD_LEATHER_FEY@2                                            : T8.2 Mistwalker Hood
4372: T8_HEAD_LEATHER_FEY@3                                            : T8.3 Mistwalker Hood
4373: T8_HEAD_LEATHER_FEY@4                                            : T8.4 Mistwalker Hood
4374: T4_ARMOR_LEATHER_FEY                                             : T4.0 Mistwalker Jacket
4375: T4_ARMOR_LEATHER_FEY@1                                           : T4.1 Mistwalker Jacket
4376: T4_ARMOR_LEATHER_FEY@2                                           : T4.2 Mistwalker Jacket
4377: T4_ARMOR_LEATHER_FEY@3                                           : T4.3 Mistwalker Jacket
4378: T4_ARMOR_LEATHER_FEY@4                                           : T4.4 Mistwalker Jacket
4379: T5_ARMOR_LEATHER_FEY                                             : T5.0 Mistwalker Jacket
4380: T5_ARMOR_LEATHER_FEY@1                                           : T5.1 Mistwalker Jacket
4381: T5_ARMOR_LEATHER_FEY@2                                           : T5.2 Mistwalker Jacket
4382: T5_ARMOR_LEATHER_FEY@3                                           : T5.3 Mistwalker Jacket
4383: T5_ARMOR_LEATHER_FEY@4                                           : T5.4 Mistwalker Jacket
4384: T6_ARMOR_LEATHER_FEY                                             : T6.0 Mistwalker Jacket
4385: T6_ARMOR_LEATHER_FEY@1                                           : T6.1 Mistwalker Jacket
4386: T6_ARMOR_LEATHER_FEY@2                                           : T6.2 Mistwalker Jacket
4387: T6_ARMOR_LEATHER_FEY@3                                           : T6.3 Mistwalker Jacket
4388: T6_ARMOR_LEATHER_FEY@4                                           : T6.4 Mistwalker Jacket
4389: T7_ARMOR_LEATHER_FEY                                             : T7.0 Mistwalker Jacket
4390: T7_ARMOR_LEATHER_FEY@1                                           : T7.1 Mistwalker Jacket
4391: T7_ARMOR_LEATHER_FEY@2                                           : T7.2 Mistwalker Jacket
4392: T7_ARMOR_LEATHER_FEY@3                                           : T7.3 Mistwalker Jacket
4393: T7_ARMOR_LEATHER_FEY@4                                           : T7.4 Mistwalker Jacket
4394: T8_ARMOR_LEATHER_FEY                                             : T8.0 Mistwalker Jacket
4395: T8_ARMOR_LEATHER_FEY@1                                           : T8.1 Mistwalker Jacket
4396: T8_ARMOR_LEATHER_FEY@2                                           : T8.2 Mistwalker Jacket
4397: T8_ARMOR_LEATHER_FEY@3                                           : T8.3 Mistwalker Jacket
4398: T8_ARMOR_LEATHER_FEY@4                                           : T8.4 Mistwalker Jacket
4399: T4_SHOES_LEATHER_FEY                                             : T4.0 Mistwalker Shoes
4400: T4_SHOES_LEATHER_FEY@1                                           : T4.1 Mistwalker Shoes
4401: T4_SHOES_LEATHER_FEY@2                                           : T4.2 Mistwalker Shoes
4402: T4_SHOES_LEATHER_FEY@3                                           : T4.3 Mistwalker Shoes
4403: T4_SHOES_LEATHER_FEY@4                                           : T4.4 Mistwalker Shoes
4404: T5_SHOES_LEATHER_FEY                                             : T5.0 Mistwalker Shoes
4405: T5_SHOES_LEATHER_FEY@1                                           : T5.1 Mistwalker Shoes
4406: T5_SHOES_LEATHER_FEY@2                                           : T5.2 Mistwalker Shoes
4407: T5_SHOES_LEATHER_FEY@3                                           : T5.3 Mistwalker Shoes
4408: T5_SHOES_LEATHER_FEY@4                                           : T5.4 Mistwalker Shoes
4409: T6_SHOES_LEATHER_FEY                                             : T6.0 Mistwalker Shoes
4410: T6_SHOES_LEATHER_FEY@1                                           : T6.1 Mistwalker Shoes
4411: T6_SHOES_LEATHER_FEY@2                                           : T6.2 Mistwalker Shoes
4412: T6_SHOES_LEATHER_FEY@3                                           : T6.3 Mistwalker Shoes
4413: T6_SHOES_LEATHER_FEY@4                                           : T6.4 Mistwalker Shoes
4414: T7_SHOES_LEATHER_FEY                                             : T7.0 Mistwalker Shoes
4415: T7_SHOES_LEATHER_FEY@1                                           : T7.1 Mistwalker Shoes
4416: T7_SHOES_LEATHER_FEY@2                                           : T7.2 Mistwalker Shoes
4417: T7_SHOES_LEATHER_FEY@3                                           : T7.3 Mistwalker Shoes
4418: T7_SHOES_LEATHER_FEY@4                                           : T7.4 Mistwalker Shoes
4419: T8_SHOES_LEATHER_FEY                                             : T8.0 Mistwalker Shoes
4420: T8_SHOES_LEATHER_FEY@1                                           : T8.1 Mistwalker Shoes
4421: T8_SHOES_LEATHER_FEY@2                                           : T8.2 Mistwalker Shoes
4422: T8_SHOES_LEATHER_FEY@3                                           : T8.3 Mistwalker Shoes
4423: T8_SHOES_LEATHER_FEY@4                                           : T8.4 Mistwalker Shoes
4424: T4_HEAD_LEATHER_AVALON                                           : T4.0 Hood of Tenacity
4425: T4_HEAD_LEATHER_AVALON@1                                         : T4.1 Hood of Tenacity
4426: T4_HEAD_LEATHER_AVALON@2                                         : T4.2 Hood of Tenacity
4427: T4_HEAD_LEATHER_AVALON@3                                         : T4.3 Hood of Tenacity
4428: T4_HEAD_LEATHER_AVALON@4                                         : T4.4 Hood of Tenacity
4429: T5_HEAD_LEATHER_AVALON                                           : T5.0 Hood of Tenacity
4430: T5_HEAD_LEATHER_AVALON@1                                         : T5.1 Hood of Tenacity
4431: T5_HEAD_LEATHER_AVALON@2                                         : T5.2 Hood of Tenacity
4432: T5_HEAD_LEATHER_AVALON@3                                         : T5.3 Hood of Tenacity
4433: T5_HEAD_LEATHER_AVALON@4                                         : T5.4 Hood of Tenacity
4434: T6_HEAD_LEATHER_AVALON                                           : T6.0 Hood of Tenacity
4435: T6_HEAD_LEATHER_AVALON@1                                         : T6.1 Hood of Tenacity
4436: T6_HEAD_LEATHER_AVALON@2                                         : T6.2 Hood of Tenacity
4437: T6_HEAD_LEATHER_AVALON@3                                         : T6.3 Hood of Tenacity
4438: T6_HEAD_LEATHER_AVALON@4                                         : T6.4 Hood of Tenacity
4439: T7_HEAD_LEATHER_AVALON                                           : T7.0 Hood of Tenacity
4440: T7_HEAD_LEATHER_AVALON@1                                         : T7.1 Hood of Tenacity
4441: T7_HEAD_LEATHER_AVALON@2                                         : T7.2 Hood of Tenacity
4442: T7_HEAD_LEATHER_AVALON@3                                         : T7.3 Hood of Tenacity
4443: T7_HEAD_LEATHER_AVALON@4                                         : T7.4 Hood of Tenacity
4444: T8_HEAD_LEATHER_AVALON                                           : T8.0 Hood of Tenacity
4445: T8_HEAD_LEATHER_AVALON@1                                         : T8.1 Hood of Tenacity
4446: T8_HEAD_LEATHER_AVALON@2                                         : T8.2 Hood of Tenacity
4447: T8_HEAD_LEATHER_AVALON@3                                         : T8.3 Hood of Tenacity
4448: T8_HEAD_LEATHER_AVALON@4                                         : T8.4 Hood of Tenacity
4449: T4_ARMOR_LEATHER_AVALON                                          : T4.0 Jacket of Tenacity
4450: T4_ARMOR_LEATHER_AVALON@1                                        : T4.1 Jacket of Tenacity
4451: T4_ARMOR_LEATHER_AVALON@2                                        : T4.2 Jacket of Tenacity
4452: T4_ARMOR_LEATHER_AVALON@3                                        : T4.3 Jacket of Tenacity
4453: T4_ARMOR_LEATHER_AVALON@4                                        : T4.4 Jacket of Tenacity
4454: T5_ARMOR_LEATHER_AVALON                                          : T5.0 Jacket of Tenacity
4455: T5_ARMOR_LEATHER_AVALON@1                                        : T5.1 Jacket of Tenacity
4456: T5_ARMOR_LEATHER_AVALON@2                                        : T5.2 Jacket of Tenacity
4457: T5_ARMOR_LEATHER_AVALON@3                                        : T5.3 Jacket of Tenacity
4458: T5_ARMOR_LEATHER_AVALON@4                                        : T5.4 Jacket of Tenacity
4459: T6_ARMOR_LEATHER_AVALON                                          : T6.0 Jacket of Tenacity
4460: T6_ARMOR_LEATHER_AVALON@1                                        : T6.1 Jacket of Tenacity
4461: T6_ARMOR_LEATHER_AVALON@2                                        : T6.2 Jacket of Tenacity
4462: T6_ARMOR_LEATHER_AVALON@3                                        : T6.3 Jacket of Tenacity
4463: T6_ARMOR_LEATHER_AVALON@4                                        : T6.4 Jacket of Tenacity
4464: T7_ARMOR_LEATHER_AVALON                                          : T7.0 Jacket of Tenacity
4465: T7_ARMOR_LEATHER_AVALON@1                                        : T7.1 Jacket of Tenacity
4466: T7_ARMOR_LEATHER_AVALON@2                                        : T7.2 Jacket of Tenacity
4467: T7_ARMOR_LEATHER_AVALON@3                                        : T7.3 Jacket of Tenacity
4468: T7_ARMOR_LEATHER_AVALON@4                                        : T7.4 Jacket of Tenacity
4469: T8_ARMOR_LEATHER_AVALON                                          : T8.0 Jacket of Tenacity
4470: T8_ARMOR_LEATHER_AVALON@1                                        : T8.1 Jacket of Tenacity
4471: T8_ARMOR_LEATHER_AVALON@2                                        : T8.2 Jacket of Tenacity
4472: T8_ARMOR_LEATHER_AVALON@3                                        : T8.3 Jacket of Tenacity
4473: T8_ARMOR_LEATHER_AVALON@4                                        : T8.4 Jacket of Tenacity
4474: T4_SHOES_LEATHER_AVALON                                          : T4.0 Shoes of Tenacity
4475: T4_SHOES_LEATHER_AVALON@1                                        : T4.1 Shoes of Tenacity
4476: T4_SHOES_LEATHER_AVALON@2                                        : T4.2 Shoes of Tenacity
4477: T4_SHOES_LEATHER_AVALON@3                                        : T4.3 Shoes of Tenacity
4478: T4_SHOES_LEATHER_AVALON@4                                        : T4.4 Shoes of Tenacity
4479: T5_SHOES_LEATHER_AVALON                                          : T5.0 Shoes of Tenacity
4480: T5_SHOES_LEATHER_AVALON@1                                        : T5.1 Shoes of Tenacity
4481: T5_SHOES_LEATHER_AVALON@2                                        : T5.2 Shoes of Tenacity
4482: T5_SHOES_LEATHER_AVALON@3                                        : T5.3 Shoes of Tenacity
4483: T5_SHOES_LEATHER_AVALON@4                                        : T5.4 Shoes of Tenacity
4484: T6_SHOES_LEATHER_AVALON                                          : T6.0 Shoes of Tenacity
4485: T6_SHOES_LEATHER_AVALON@1                                        : T6.1 Shoes of Tenacity
4486: T6_SHOES_LEATHER_AVALON@2                                        : T6.2 Shoes of Tenacity
4487: T6_SHOES_LEATHER_AVALON@3                                        : T6.3 Shoes of Tenacity
4488: T6_SHOES_LEATHER_AVALON@4                                        : T6.4 Shoes of Tenacity
4489: T7_SHOES_LEATHER_AVALON                                          : T7.0 Shoes of Tenacity
4490: T7_SHOES_LEATHER_AVALON@1                                        : T7.1 Shoes of Tenacity
4491: T7_SHOES_LEATHER_AVALON@2                                        : T7.2 Shoes of Tenacity
4492: T7_SHOES_LEATHER_AVALON@3                                        : T7.3 Shoes of Tenacity
